"source","target","vol","no","timeset"
"707","6592","16","2","1994-01-27T00:00:00"
"707","6593","16","2","1994-01-27T00:00:00"
"2652","1600","16","2","1994-01-27T00:00:00"
"6594","6595","16","2","1994-01-27T00:00:00"
"6594","6596","16","2","1994-01-27T00:00:00"
"6594","6597","16","2","1994-01-27T00:00:00"
"6598","6599","16","2","1994-01-27T00:00:00"
"6045","1110","16","2","1994-01-27T00:00:00"
"6600","6601","16","2","1994-01-27T00:00:00"
"6602","6603","16","3","1994-02-10T00:00:00"
"3392","6604","16","3","1994-02-10T00:00:00"
"3392","6605","16","3","1994-02-10T00:00:00"
"3392","6606","16","3","1994-02-10T00:00:00"
"1268","6607","16","3","1994-02-10T00:00:00"
"1268","6608","16","3","1994-02-10T00:00:00"
"5270","6609","16","3","1994-02-10T00:00:00"
"5270","3855","16","3","1994-02-10T00:00:00"
"5270","3742","16","3","1994-02-10T00:00:00"
"5270","6610","16","3","1994-02-10T00:00:00"
"4000","6611","16","3","1994-02-10T00:00:00"
"3641","6612","16","3","1994-02-10T00:00:00"
"3641","2747","16","3","1994-02-10T00:00:00"
"1334","6613","16","3","1994-02-10T00:00:00"
"1334","6613","16","3","1994-02-10T00:00:00"
"6614","6615","16","3","1994-02-10T00:00:00"
"6422","6616","16","3","1994-02-10T00:00:00"
"163","6617","16","3","1994-02-10T00:00:00"
"2096","6618","16","3","1994-02-10T00:00:00"
"2096","6619","16","3","1994-02-10T00:00:00"
"62","6620","16","3","1994-02-10T00:00:00"
"62","6621","16","3","1994-02-10T00:00:00"
"458","6622","16","4","1994-02-24T00:00:00"
"4571","6623","16","4","1994-02-24T00:00:00"
"3491","865","16","4","1994-02-24T00:00:00"
"924","6624","16","4","1994-02-24T00:00:00"
"924","6625","16","4","1994-02-24T00:00:00"
"6626","5263","16","4","1994-02-24T00:00:00"
"3392","6627","16","4","1994-02-24T00:00:00"
"3392","6628","16","4","1994-02-24T00:00:00"
"925","2027","16","4","1994-02-24T00:00:00"
"646","6166","16","4","1994-02-24T00:00:00"
"2580","6629","16","4","1994-02-24T00:00:00"
"4006","6630","16","4","1994-02-24T00:00:00"
"568","6631","16","4","1994-02-24T00:00:00"
"6632","6633","16","4","1994-02-24T00:00:00"
"1335","6634","16","4","1994-02-24T00:00:00"
"5125","1133","16","4","1994-02-24T00:00:00"
"1849","6635","16","4","1994-02-24T00:00:00"
"1849","6636","16","4","1994-02-24T00:00:00"
"5421","6637","16","5","1994-03-10T00:00:00"
"6638","6639","16","5","1994-03-10T00:00:00"
"6638","6640","16","5","1994-03-10T00:00:00"
"5756","6641","16","5","1994-03-10T00:00:00"
"4704","5117","16","5","1994-03-10T00:00:00"
"4704","6642","16","5","1994-03-10T00:00:00"
"5390","6643","16","5","1994-03-10T00:00:00"
"3392","6644","16","5","1994-03-10T00:00:00"
"4974","6645","16","5","1994-03-10T00:00:00"
"4974","6645","16","5","1994-03-10T00:00:00"
"1","6646","16","5","1994-03-10T00:00:00"
"83","6647","16","5","1994-03-10T00:00:00"
"2096","6648","16","5","1994-03-10T00:00:00"
"2096","6649","16","5","1994-03-10T00:00:00"
"2096","6650","16","5","1994-03-10T00:00:00"
"4119","6651","16","5","1994-03-10T00:00:00"
"4119","6652","16","5","1994-03-10T00:00:00"
"1924","6653","16","5","1994-03-10T00:00:00"
"1334","5146","16","6","1994-03-24T00:00:00"
"4488","2346","16","6","1994-03-24T00:00:00"
"5270","6654","16","6","1994-03-24T00:00:00"
"6599","3679","16","6","1994-03-24T00:00:00"
"1044","3820","16","6","1994-03-24T00:00:00"
"4902","6655","16","6","1994-03-24T00:00:00"
"2741","5338","16","6","1994-03-24T00:00:00"
"1335","6656","16","6","1994-03-24T00:00:00"
"1","6657","16","6","1994-03-24T00:00:00"
"1211","6658","16","6","1994-03-24T00:00:00"
"1211","6659","16","6","1994-03-24T00:00:00"
"5446","528","16","6","1994-03-24T00:00:00"
"5446","289","16","6","1994-03-24T00:00:00"
"5446","23","16","6","1994-03-24T00:00:00"
"5446","3901","16","6","1994-03-24T00:00:00"
"5446","6660","16","6","1994-03-24T00:00:00"
"5446","3430","16","6","1994-03-24T00:00:00"
"5446","6661","16","6","1994-03-24T00:00:00"
"5446","6662","16","6","1994-03-24T00:00:00"
"5446","97","16","6","1994-03-24T00:00:00"
"5125","6663","16","6","1994-03-24T00:00:00"
"5125","6664","16","6","1994-03-24T00:00:00"
"5125","6665","16","6","1994-03-24T00:00:00"
"6666","6667","16","6","1994-03-24T00:00:00"
"612","6668","16","6","1994-03-24T00:00:00"
"5987","471","16","7","1994-04-07T00:00:00"
"5987","6669","16","7","1994-04-07T00:00:00"
"3845","6670","16","7","1994-04-07T00:00:00"
"3845","6671","16","7","1994-04-07T00:00:00"
"527","115","16","7","1994-04-07T00:00:00"
"1321","6672","16","7","1994-04-07T00:00:00"
"6673","2680","16","7","1994-04-07T00:00:00"
"1026","6674","16","7","1994-04-07T00:00:00"
"453","5743","16","7","1994-04-07T00:00:00"
"5043","6675","16","7","1994-04-07T00:00:00"
"23","6676","16","7","1994-04-07T00:00:00"
"6602","5902","16","7","1994-04-07T00:00:00"
"6614","1258","16","7","1994-04-07T00:00:00"
"38","6677","16","7","1994-04-07T00:00:00"
"38","6677","16","7","1994-04-07T00:00:00"
"38","6677","16","7","1994-04-07T00:00:00"
"243","6678","16","7","1994-04-07T00:00:00"
"243","6679","16","7","1994-04-07T00:00:00"
"243","6680","16","7","1994-04-07T00:00:00"
"6681","6682","16","7","1994-04-07T00:00:00"
"5902","4633","16","7","1994-04-07T00:00:00"
"833","6683","16","7","1994-04-07T00:00:00"
"5135","6684","16","8","1994-04-28T00:00:00"
"5135","6685","16","8","1994-04-28T00:00:00"
"5135","6686","16","8","1994-04-28T00:00:00"
"5135","6687","16","8","1994-04-28T00:00:00"
"6688","2860","16","8","1994-04-28T00:00:00"
"4427","6689","16","8","1994-04-28T00:00:00"
"2098","5125","16","8","1994-04-28T00:00:00"
"6491","3695","16","8","1994-04-28T00:00:00"
"7","6690","16","8","1994-04-28T00:00:00"
"7","4327","16","8","1994-04-28T00:00:00"
"2680","6691","16","8","1994-04-28T00:00:00"
"1228","1511","16","8","1994-04-28T00:00:00"
"5902","806","16","8","1994-04-28T00:00:00"
"6598","6692","16","8","1994-04-28T00:00:00"
"3586","1548","16","9","1994-05-12T00:00:00"
"4771","4392","16","9","1994-05-12T00:00:00"
"6693","6694","16","9","1994-05-12T00:00:00"
"6693","6695","16","9","1994-05-12T00:00:00"
"58","6696","16","9","1994-05-12T00:00:00"
"6530","475","16","9","1994-05-12T00:00:00"
"6697","334","16","9","1994-05-12T00:00:00"
"6698","6699","16","9","1994-05-12T00:00:00"
"6698","6700","16","9","1994-05-12T00:00:00"
"2098","6701","16","9","1994-05-12T00:00:00"
"6008","1002","16","9","1994-05-12T00:00:00"
"2096","3580","16","9","1994-05-12T00:00:00"
"5125","6702","16","9","1994-05-12T00:00:00"
"38","6703","16","9","1994-05-12T00:00:00"
"4119","6704","16","9","1994-05-12T00:00:00"
"4119","6705","16","9","1994-05-12T00:00:00"
"4119","6706","16","9","1994-05-12T00:00:00"
"4119","6707","16","9","1994-05-12T00:00:00"
"4652","6708","16","9","1994-05-12T00:00:00"
"4652","6709","16","9","1994-05-12T00:00:00"
"5943","6710","16","9","1994-05-12T00:00:00"
"4305","6711","16","9","1994-05-12T00:00:00"
"6045","6712","16","9","1994-05-12T00:00:00"
"1","6713","16","10","1994-05-26T00:00:00"
"1","6714","16","10","1994-05-26T00:00:00"
"1","6715","16","10","1994-05-26T00:00:00"
"1","6716","16","10","1994-05-26T00:00:00"
"1","6717","16","10","1994-05-26T00:00:00"
"1","6718","16","10","1994-05-26T00:00:00"
"2720","43","16","10","1994-05-26T00:00:00"
"5516","4879","16","10","1994-05-26T00:00:00"
"6422","2069","16","10","1994-05-26T00:00:00"
"646","6719","16","10","1994-05-26T00:00:00"
"646","6720","16","10","1994-05-26T00:00:00"
"623","6721","16","10","1994-05-26T00:00:00"
"535","5824","16","10","1994-05-26T00:00:00"
"535","6722","16","10","1994-05-26T00:00:00"
"6723","6724","16","10","1994-05-26T00:00:00"
"2096","132","16","10","1994-05-26T00:00:00"
"2096","6725","16","10","1994-05-26T00:00:00"
"4605","6726","16","10","1994-05-26T00:00:00"
"6727","6728","16","10","1994-05-26T00:00:00"
"1211","4647","16","10","1994-05-26T00:00:00"
"5146","1100","16","11","1994-06-09T00:00:00"
"6485","5010","16","11","1994-06-09T00:00:00"
"6729","1896","16","11","1994-06-09T00:00:00"
"6729","4533","16","11","1994-06-09T00:00:00"
"45","6730","16","11","1994-06-09T00:00:00"
"6623","1013","16","11","1994-06-09T00:00:00"
"163","1820","16","11","1994-06-09T00:00:00"
"163","6731","16","11","1994-06-09T00:00:00"
"156","5659","16","11","1994-06-09T00:00:00"
"156","6732","16","11","1994-06-09T00:00:00"
"89","2854","16","11","1994-06-09T00:00:00"
"243","1267","16","11","1994-06-09T00:00:00"
"243","6733","16","11","1994-06-09T00:00:00"
"243","6734","16","11","1994-06-09T00:00:00"
"5063","426","16","11","1994-06-09T00:00:00"
"6735","6736","16","11","1994-06-09T00:00:00"
"6735","6737","16","11","1994-06-09T00:00:00"
"4562","6738","16","11","1994-06-09T00:00:00"
"4562","6739","16","11","1994-06-09T00:00:00"
"4041","6740","16","11","1994-06-09T00:00:00"
"2027","6741","16","12","1994-06-23T00:00:00"
"4620","6742","16","12","1994-06-23T00:00:00"
"4620","6743","16","12","1994-06-23T00:00:00"
"343","6744","16","12","1994-06-23T00:00:00"
"6623","6745","16","12","1994-06-23T00:00:00"
"5270","924","16","12","1994-06-23T00:00:00"
"1","55","16","12","1994-06-23T00:00:00"
"6746","6747","16","12","1994-06-23T00:00:00"
"6746","6748","16","12","1994-06-23T00:00:00"
"6749","6750","16","12","1994-06-23T00:00:00"
"6749","124","16","12","1994-06-23T00:00:00"
"308","6751","16","13","1994-07-07T00:00:00"
"707","43","16","13","1994-07-07T00:00:00"
"707","43","16","13","1994-07-07T00:00:00"
"2096","6752","16","13","1994-07-07T00:00:00"
"2096","6752","16","13","1994-07-07T00:00:00"
"2098","6753","16","13","1994-07-07T00:00:00"
"2098","6754","16","13","1994-07-07T00:00:00"
"5446","5058","16","13","1994-07-07T00:00:00"
"1211","160","16","13","1994-07-07T00:00:00"
"1211","160","16","13","1994-07-07T00:00:00"
"1211","6755","16","13","1994-07-07T00:00:00"
"6756","6757","16","13","1994-07-07T00:00:00"
"6756","6758","16","13","1994-07-07T00:00:00"
"62","6759","16","13","1994-07-07T00:00:00"
"62","6760","16","13","1994-07-07T00:00:00"
"62","6761","16","13","1994-07-07T00:00:00"
"6350","6762","16","13","1994-07-07T00:00:00"
"3392","6763","16","13","1994-07-07T00:00:00"
"6339","6764","16","13","1994-07-07T00:00:00"
"6765","6766","16","13","1994-07-07T00:00:00"
"6539","6767","16","13","1994-07-07T00:00:00"
"2027","6768","16","14","1994-07-21T00:00:00"
"2027","6769","16","14","1994-07-21T00:00:00"
"782","114","16","14","1994-07-21T00:00:00"
"782","6770","16","14","1994-07-21T00:00:00"
"782","6771","16","14","1994-07-21T00:00:00"
"260","6772","16","14","1994-07-21T00:00:00"
"6773","6774","16","14","1994-07-21T00:00:00"
"6773","6775","16","14","1994-07-21T00:00:00"
"6773","6776","16","14","1994-07-21T00:00:00"
"4638","6777","16","14","1994-07-21T00:00:00"
"646","1","16","14","1994-07-21T00:00:00"
"7","5106","16","14","1994-07-21T00:00:00"
"230","6778","16","14","1994-07-21T00:00:00"
"230","6779","16","14","1994-07-21T00:00:00"
"230","6780","16","14","1994-07-21T00:00:00"
"1182","6781","16","14","1994-07-21T00:00:00"
"156","6782","16","14","1994-07-21T00:00:00"
"156","6783","16","14","1994-07-21T00:00:00"
"6784","6785","16","14","1994-07-21T00:00:00"
"5242","6786","16","14","1994-07-21T00:00:00"
"5242","6787","16","14","1994-07-21T00:00:00"
"6788","6789","16","15","1994-08-04T00:00:00"
"6790","6791","16","15","1994-08-04T00:00:00"
"2580","4","16","15","1994-08-04T00:00:00"
"6614","4575","16","15","1994-08-04T00:00:00"
"4000","6792","16","15","1994-08-04T00:00:00"
"4000","6793","16","15","1994-08-04T00:00:00"
"1044","6794","16","15","1994-08-04T00:00:00"
"1044","6795","16","15","1994-08-04T00:00:00"
"1044","6796","16","15","1994-08-04T00:00:00"
"1723","6797","16","15","1994-08-04T00:00:00"
"1723","6798","16","15","1994-08-04T00:00:00"
"2247","6799","16","15","1994-08-04T00:00:00"
"4006","6800","16","15","1994-08-04T00:00:00"
"4700","6801","16","15","1994-08-04T00:00:00"
"6759","6802","16","15","1994-08-04T00:00:00"
"5531","6803","16","16","1994-08-18T00:00:00"
"6804","6805","16","16","1994-08-18T00:00:00"
"1335","6806","16","16","1994-08-18T00:00:00"
"1335","6806","16","16","1994-08-18T00:00:00"
"38","6807","16","16","1994-08-18T00:00:00"
"38","6808","16","16","1994-08-18T00:00:00"
"836","454","16","16","1994-08-18T00:00:00"
"836","6809","16","16","1994-08-18T00:00:00"
"5063","1321","16","16","1994-08-18T00:00:00"
"4427","6810","16","16","1994-08-18T00:00:00"
"1290","6811","16","16","1994-08-18T00:00:00"
"1290","6812","16","16","1994-08-18T00:00:00"
"4562","4563","16","16","1994-08-18T00:00:00"
"2964","6813","16","16","1994-08-18T00:00:00"
"2964","5001","16","16","1994-08-18T00:00:00"
"5447","6814","16","16","1994-08-18T00:00:00"
"3001","459","16","17","1994-09-08T00:00:00"
"62","6815","16","17","1994-09-08T00:00:00"
"131","308","16","17","1994-09-08T00:00:00"
"131","308","16","17","1994-09-08T00:00:00"
"2855","4041","16","17","1994-09-08T00:00:00"
"2191","1247","16","17","1994-09-08T00:00:00"
"43","6816","16","17","1994-09-08T00:00:00"
"6817","6818","16","17","1994-09-08T00:00:00"
"6817","6819","16","17","1994-09-08T00:00:00"
"3510","6820","16","17","1994-09-08T00:00:00"
"5125","6821","16","17","1994-09-08T00:00:00"
"3586","1932","16","17","1994-09-08T00:00:00"
"5906","6822","16","17","1994-09-08T00:00:00"
"833","5424","16","17","1994-09-08T00:00:00"
"7","98","16","18","1994-09-22T00:00:00"
"5125","841","16","18","1994-09-22T00:00:00"
"5416","1291","16","18","1994-09-22T00:00:00"
"925","6823","16","18","1994-09-22T00:00:00"
"1664","6824","16","18","1994-09-22T00:00:00"
"2108","6825","16","18","1994-09-22T00:00:00"
"1643","6826","16","18","1994-09-22T00:00:00"
"1895","1228","16","18","1994-09-22T00:00:00"
"1895","1228","16","18","1994-09-22T00:00:00"
"3586","6827","16","18","1994-09-22T00:00:00"
"5902","6828","16","18","1994-09-22T00:00:00"
"6602","6829","16","18","1994-09-22T00:00:00"
"6666","6830","16","18","1994-09-22T00:00:00"
"707","467","16","18","1994-09-22T00:00:00"
"6831","6832","16","18","1994-09-22T00:00:00"
"3641","6833","16","19","1994-10-06T00:00:00"
"4121","2096","16","19","1994-10-06T00:00:00"
"1139","6834","16","19","1994-10-06T00:00:00"
"4259","6835","16","19","1994-10-06T00:00:00"
"1407","2447","16","19","1994-10-06T00:00:00"
"38","6836","16","19","1994-10-06T00:00:00"
"5756","4309","16","19","1994-10-06T00:00:00"
"2096","6837","16","19","1994-10-06T00:00:00"
"646","3513","16","19","1994-10-06T00:00:00"
"646","6838","16","19","1994-10-06T00:00:00"
"2098","1055","16","19","1994-10-06T00:00:00"
"925","6839","16","20","1994-10-20T00:00:00"
"43","6840","16","20","1994-10-20T00:00:00"
"2027","6841","16","20","1994-10-20T00:00:00"
"458","3670","16","20","1994-10-20T00:00:00"
"3695","6842","16","20","1994-10-20T00:00:00"
"2096","6843","16","20","1994-10-20T00:00:00"
"1","3442","16","20","1994-10-20T00:00:00"
"58","6844","16","20","1994-10-20T00:00:00"
"3845","6845","16","20","1994-10-20T00:00:00"
"3703","4396","16","20","1994-10-20T00:00:00"
"199","6846","16","20","1994-10-20T00:00:00"
"199","1267","16","20","1994-10-20T00:00:00"
"1013","755","16","20","1994-10-20T00:00:00"
"3586","227","16","20","1994-10-20T00:00:00"
"4771","6847","16","20","1994-10-20T00:00:00"
"707","6848","16","20","1994-10-20T00:00:00"
"4309","6849","16","20","1994-10-20T00:00:00"
"4309","1787","16","20","1994-10-20T00:00:00"
"6496","6850","16","20","1994-10-20T00:00:00"
"5902","6851","16","20","1994-10-20T00:00:00"
"5902","6852","16","20","1994-10-20T00:00:00"
"6853","6773","16","21","1994-11-10T00:00:00"
"62","6854","16","21","1994-11-10T00:00:00"
"2315","6855","16","21","1994-11-10T00:00:00"
"2315","6855","16","21","1994-11-10T00:00:00"
"2315","6855","16","21","1994-11-10T00:00:00"
"2315","6855","16","21","1994-11-10T00:00:00"
"1268","6856","16","21","1994-11-10T00:00:00"
"6857","6858","16","21","1994-11-10T00:00:00"
"927","6859","16","21","1994-11-10T00:00:00"
"927","6860","16","21","1994-11-10T00:00:00"
"1026","1382","16","21","1994-11-10T00:00:00"
"4533","4046","16","21","1994-11-10T00:00:00"
"4533","6861","16","21","1994-11-10T00:00:00"
"7","6862","16","21","1994-11-10T00:00:00"
"7","788","16","21","1994-11-10T00:00:00"
"7","5607","16","21","1994-11-10T00:00:00"
"7","6863","16","21","1994-11-10T00:00:00"
"2096","6864","16","21","1994-11-10T00:00:00"
"2096","6864","16","21","1994-11-10T00:00:00"
"2096","1018","16","21","1994-11-10T00:00:00"
"6746","3701","16","21","1994-11-10T00:00:00"
"6865","6866","16","21","1994-11-10T00:00:00"
"3392","3069","16","21","1994-11-10T00:00:00"
"3392","5416","16","21","1994-11-10T00:00:00"
"6623","1912","16","21","1994-11-10T00:00:00"
"6623","1912","16","21","1994-11-10T00:00:00"
"6623","1912","16","21","1994-11-10T00:00:00"
"2853","4173","16","22","1994-11-24T00:00:00"
"1228","89","16","22","1994-11-24T00:00:00"
"1228","89","16","22","1994-11-24T00:00:00"
"6598","5957","16","22","1994-11-24T00:00:00"
"6598","5957","16","22","1994-11-24T00:00:00"
"6598","6867","16","22","1994-11-24T00:00:00"
"1335","6868","16","22","1994-11-24T00:00:00"
"1335","6869","16","22","1994-11-24T00:00:00"
"156","487","16","22","1994-11-24T00:00:00"
"4902","5516","16","22","1994-11-24T00:00:00"
"1979","5241","16","22","1994-11-24T00:00:00"
"163","5687","16","22","1994-11-24T00:00:00"
"6666","6870","16","22","1994-11-24T00:00:00"
"6666","6871","16","22","1994-11-24T00:00:00"
"43","6872","16","22","1994-11-24T00:00:00"
"983","6873","16","22","1994-11-24T00:00:00"
"983","6874","16","22","1994-11-24T00:00:00"
"2027","6875","16","23","1994-12-08T00:00:00"
"1013","261","16","23","1994-12-08T00:00:00"
"1268","6876","16","23","1994-12-08T00:00:00"
"1044","4761","16","23","1994-12-08T00:00:00"
"6877","5650","16","23","1994-12-08T00:00:00"
"5902","576","16","23","1994-12-08T00:00:00"
"5902","6878","16","23","1994-12-08T00:00:00"
"1321","779","16","23","1994-12-08T00:00:00"
"1211","6879","16","23","1994-12-08T00:00:00"
"1211","6880","16","23","1994-12-08T00:00:00"
"6130","6881","16","23","1994-12-08T00:00:00"
"5446","350","16","23","1994-12-08T00:00:00"
"5446","6602","16","23","1994-12-08T00:00:00"
"45","6882","16","23","1994-12-08T00:00:00"
"243","6883","16","23","1994-12-08T00:00:00"
"5173","6884","16","23","1994-12-08T00:00:00"
"5173","6885","16","23","1994-12-08T00:00:00"
"38","6886","17","1","1995-01-12T00:00:00"
"38","6887","17","1","1995-01-12T00:00:00"
"38","6888","17","1","1995-01-12T00:00:00"
"243","6889","17","1","1995-01-12T00:00:00"
"6890","1022","17","1","1995-01-12T00:00:00"
"4036","6786","17","1","1995-01-12T00:00:00"
"1","2731","17","1","1995-01-12T00:00:00"
"6614","5292","17","1","1995-01-12T00:00:00"
"658","6891","17","1","1995-01-12T00:00:00"
"4119","792","17","1","1995-01-12T00:00:00"
"5270","17","17","1","1995-01-12T00:00:00"
"5270","1257","17","1","1995-01-12T00:00:00"
"5270","6892","17","1","1995-01-12T00:00:00"
"2652","6893","17","2","1995-01-26T00:00:00"
"6894","3174","17","2","1995-01-26T00:00:00"
"5902","6895","17","2","1995-01-26T00:00:00"
"6896","4346","17","2","1995-01-26T00:00:00"
"3689","6314","17","2","1995-01-26T00:00:00"
"1335","6897","17","2","1995-01-26T00:00:00"
"5390","6898","17","2","1995-01-26T00:00:00"
"2096","6899","17","2","1995-01-26T00:00:00"
"2096","6900","17","2","1995-01-26T00:00:00"
"2096","6901","17","2","1995-01-26T00:00:00"
"43","6902","17","2","1995-01-26T00:00:00"
"43","6902","17","2","1995-01-26T00:00:00"
"43","6903","17","2","1995-01-26T00:00:00"
"377","6904","17","2","1995-01-26T00:00:00"
"377","6905","17","2","1995-01-26T00:00:00"
"5242","6906","17","2","1995-01-26T00:00:00"
"5242","6907","17","2","1995-01-26T00:00:00"
"5867","6908","17","3","1995-02-09T00:00:00"
"2096","1575","17","3","1995-02-09T00:00:00"
"5043","6909","17","3","1995-02-09T00:00:00"
"5987","1986","17","3","1995-02-09T00:00:00"
"1979","6910","17","3","1995-02-09T00:00:00"
"6693","6911","17","3","1995-02-09T00:00:00"
"6693","6912","17","3","1995-02-09T00:00:00"
"6693","6913","17","3","1995-02-09T00:00:00"
"6914","6915","17","3","1995-02-09T00:00:00"
"6914","2925","17","3","1995-02-09T00:00:00"
"6916","6917","17","3","1995-02-09T00:00:00"
"2964","6918","17","3","1995-02-09T00:00:00"
"2964","6919","17","3","1995-02-09T00:00:00"
"646","6920","17","3","1995-02-09T00:00:00"
"6921","6922","17","3","1995-02-09T00:00:00"
"1501","6923","17","3","1995-02-09T00:00:00"
"6530","6924","17","3","1995-02-09T00:00:00"
"343","6925","17","4","1995-02-23T00:00:00"
"1044","6059","17","4","1995-02-23T00:00:00"
"2098","989","17","4","1995-02-23T00:00:00"
"2027","6926","17","4","1995-02-23T00:00:00"
"2027","6927","17","4","1995-02-23T00:00:00"
"2027","6928","17","4","1995-02-23T00:00:00"
"2027","6929","17","4","1995-02-23T00:00:00"
"2027","6930","17","4","1995-02-23T00:00:00"
"5390","6931","17","4","1995-02-23T00:00:00"
"156","3269","17","4","1995-02-23T00:00:00"
"6829","6932","17","4","1995-02-23T00:00:00"
"3491","6933","17","4","1995-02-23T00:00:00"
"4962","6934","17","4","1995-02-23T00:00:00"
"4962","6935","17","4","1995-02-23T00:00:00"
"6936","696","17","4","1995-02-23T00:00:00"
"5983","940","17","4","1995-02-23T00:00:00"
"5983","6937","17","4","1995-02-23T00:00:00"
"6938","6939","17","4","1995-02-23T00:00:00"
"4383","100","17","4","1995-02-23T00:00:00"
"4383","6940","17","4","1995-02-23T00:00:00"
"4383","6941","17","4","1995-02-23T00:00:00"
"4383","6449","17","4","1995-02-23T00:00:00"
"6942","6943","17","4","1995-02-23T00:00:00"
"6234","6944","17","4","1995-02-23T00:00:00"
"6234","6945","17","4","1995-02-23T00:00:00"
"43","2929","17","5","1995-03-09T00:00:00"
"3641","6946","17","5","1995-03-09T00:00:00"
"4771","3695","17","5","1995-03-09T00:00:00"
"1044","6005","17","5","1995-03-09T00:00:00"
"6947","6948","17","5","1995-03-09T00:00:00"
"308","983","17","5","1995-03-09T00:00:00"
"6949","6950","17","5","1995-03-09T00:00:00"
"6949","6951","17","5","1995-03-09T00:00:00"
"4041","6952","17","5","1995-03-09T00:00:00"
"4488","2396","17","5","1995-03-09T00:00:00"
"4488","6953","17","5","1995-03-09T00:00:00"
"4488","6954","17","5","1995-03-09T00:00:00"
"4119","6955","17","5","1995-03-09T00:00:00"
"6112","6648","17","5","1995-03-09T00:00:00"
"6676","6956","17","6","1995-03-23T00:00:00"
"6698","6957","17","6","1995-03-23T00:00:00"
"131","6958","17","6","1995-03-23T00:00:00"
"6788","1321","17","6","1995-03-23T00:00:00"
"3586","6959","17","6","1995-03-23T00:00:00"
"1","6960","17","6","1995-03-23T00:00:00"
"1454","6961","17","6","1995-03-23T00:00:00"
"4427","6962","17","6","1995-03-23T00:00:00"
"2096","6963","17","6","1995-03-23T00:00:00"
"5935","6964","17","6","1995-03-23T00:00:00"
"5935","6964","17","6","1995-03-23T00:00:00"
"5208","6965","17","6","1995-03-23T00:00:00"
"38","2201","17","6","1995-03-23T00:00:00"
"5390","6966","17","6","1995-03-23T00:00:00"
"5390","6967","17","6","1995-03-23T00:00:00"
"5390","6968","17","6","1995-03-23T00:00:00"
"5390","6969","17","6","1995-03-23T00:00:00"
"5390","6970","17","6","1995-03-23T00:00:00"
"5390","3594","17","6","1995-03-23T00:00:00"
"5390","6971","17","6","1995-03-23T00:00:00"
"5390","6972","17","6","1995-03-23T00:00:00"
"6890","6973","17","7","1995-04-06T00:00:00"
"6890","6974","17","7","1995-04-06T00:00:00"
"243","6975","17","7","1995-04-06T00:00:00"
"243","6976","17","7","1995-04-06T00:00:00"
"1321","1367","17","7","1995-04-06T00:00:00"
"6130","6977","17","7","1995-04-06T00:00:00"
"1643","6978","17","7","1995-04-06T00:00:00"
"1643","6979","17","7","1995-04-06T00:00:00"
"1643","6979","17","7","1995-04-06T00:00:00"
"927","6980","17","7","1995-04-06T00:00:00"
"1026","6981","17","7","1995-04-06T00:00:00"
"1026","6982","17","7","1995-04-06T00:00:00"
"2247","6983","17","7","1995-04-06T00:00:00"
"6984","6985","17","7","1995-04-06T00:00:00"
"1268","6986","17","7","1995-04-06T00:00:00"
"156","6987","17","7","1995-04-06T00:00:00"
"2096","6988","17","7","1995-04-06T00:00:00"
"6746","813","17","7","1995-04-06T00:00:00"
"91","3582","17","7","1995-04-06T00:00:00"
"91","6568","17","7","1995-04-06T00:00:00"
"91","3648","17","7","1995-04-06T00:00:00"
"6666","6989","17","7","1995-04-06T00:00:00"
"2191","5375","17","7","1995-04-06T00:00:00"
"707","4427","17","8","1995-04-20T00:00:00"
"2108","984","17","8","1995-04-20T00:00:00"
"5416","3503","17","8","1995-04-20T00:00:00"
"5416","6990","17","8","1995-04-20T00:00:00"
"5416","6991","17","8","1995-04-20T00:00:00"
"2844","333","17","8","1995-04-20T00:00:00"
"6992","6993","17","8","1995-04-20T00:00:00"
"6784","6994","17","8","1995-04-20T00:00:00"
"6527","6995","17","8","1995-04-20T00:00:00"
"5270","6996","17","8","1995-04-20T00:00:00"
"5270","6997","17","8","1995-04-20T00:00:00"
"5516","234","17","8","1995-04-20T00:00:00"
"5063","6998","17","8","1995-04-20T00:00:00"
"5063","6999","17","8","1995-04-20T00:00:00"
"5902","5372","17","8","1995-04-20T00:00:00"
"5902","7000","17","8","1995-04-20T00:00:00"
"7001","7002","17","8","1995-04-20T00:00:00"
"6194","7003","17","8","1995-04-20T00:00:00"
"7004","7005","17","9","1995-05-11T00:00:00"
"7","3689","17","9","1995-05-11T00:00:00"
"5943","170","17","9","1995-05-11T00:00:00"
"5756","7006","17","9","1995-05-11T00:00:00"
"826","7007","17","9","1995-05-11T00:00:00"
"85","7008","17","9","1995-05-11T00:00:00"
"85","3039","17","9","1995-05-11T00:00:00"
"5125","7009","17","9","1995-05-11T00:00:00"
"1334","1591","17","9","1995-05-11T00:00:00"
"6599","239","17","9","1995-05-11T00:00:00"
"3392","7010","17","9","1995-05-11T00:00:00"
"3392","7011","17","9","1995-05-11T00:00:00"
"3392","7012","17","9","1995-05-11T00:00:00"
"3392","7013","17","9","1995-05-11T00:00:00"
"7014","7015","17","10","1995-05-25T00:00:00"
"7014","3176","17","10","1995-05-25T00:00:00"
"2853","559","17","10","1995-05-25T00:00:00"
"197","7016","17","10","1995-05-25T00:00:00"
"5809","7017","17","10","1995-05-25T00:00:00"
"5809","7018","17","10","1995-05-25T00:00:00"
"156","7019","17","10","1995-05-25T00:00:00"
"6614","148","17","10","1995-05-25T00:00:00"
